fileName,sample,individual,tissue,raw.single.reads
G49004.GTEX-ZDXO-0011-R11a.1,GTEX-ZDXO-0011-R11a-SM-4WWD9,GTEX-ZDXO,Brain - Cerebellar Hemisphere,96733333
G63924.GTEX-146FH-2526.2,GTEX-146FH-2526-SM-5Q5BP,GTEX-146FH,Ovary,70440000
G20879.GTEX-QMR6-0011-R4A-SM-32PKU.1,GTEX-QMR6-0011-R4A-SM-32PKU,GTEX-QMR6,Brain - Amygdala,96000000
G63968.GTEX-13SLX-0326.1,GTEX-13SLX-0326-SM-5Q5E4,GTEX-13SLX,Muscle - Skeletal,89466666
G64002.GTEX-14A5I-2426.1,GTEX-14A5I-2426-SM-5Q5CP,GTEX-14A5I,Colon - Sigmoid,113773333
G22898.GTEX-T8EM-1626-SM-3DB7K.1,GTEX-T8EM-1626-SM-3DB7K,GTEX-T8EM,Artery - Tibial,182933333
G61789.GTEX-YFCO-1026.2,GTEX-YFCO-1026-SM-5LU9S,GTEX-YFCO,Pancreas,62306666
G16628.GTEX-NPJ8-0011-R8a.2,GTEX-NPJ8-0011-R8a-SM-2HMLG,GTEX-NPJ8,Brain - Hypothalamus,132240000
G45219.GTEX-Z93S-0011-R11a.2,GTEX-Z93S-0011-R11a-SM-4RGNN,GTEX-Z93S,Brain - Cerebellar Hemisphere,79133333
G20931.GTEX-T5JC-0826-SM-32PMC.2,GTEX-T5JC-0826-SM-32PMC,GTEX-T5JC,Lung,102026666
G53036.GTEX-11I78-1126.3,GTEX-11I78-1126-SM-5A5K5,GTEX-11I78,Small Intestine - Terminal Ileum,85000000
G53847.GTEX-11NV4-0826.2,GTEX-11NV4-0826-SM-5BC4S,GTEX-11NV4,Heart - Atrial Appendage,97293333
G47059.GTEX-Y5V6-2226.3,GTEX-Y5V6-2226-SM-4VDTC,GTEX-Y5V6,Minor Salivary Gland,93026666
G23419.GTEX-R53T-2026-SM-3GIJF.1,GTEX-R53T-2026-SM-3GIJF,GTEX-R53T,Artery - Tibial,64706666
G26673.GTEX-P4PQ-1526-SM-3NMCK.1,GTEX-P4PQ-1526-SM-3NMCK,GTEX-P4PQ,Stomach,99733333
G59524.GTEX-ZVP2-1726.2,GTEX-ZVP2-1726-SM-5GU5P,GTEX-ZVP2,Small Intestine - Terminal Ileum,57773333
G35202.GTEX-T5JC-1526-SM-4DM68.2,GTEX-T5JC-1526-SM-4DM68,GTEX-T5JC,Kidney - Cortex,78653333
G59623.GTEX-ZYW4-0526.3,GTEX-ZYW4-0526-SM-5GZZ5,GTEX-ZYW4,Muscle - Skeletal,82520000
G46532.GTEX-YJ89-0226.1,GTEX-YJ89-0226-SM-4TT3Y,GTEX-YJ89,Adipose - Subcutaneous,104146666
G60180.GTEX-132AR-2826.2,GTEX-132AR-2826-SM-5IJFV,GTEX-132AR,Colon - Sigmoid,107506666
G64282.GTEX-13S7M-0826.1,GTEX-13S7M-0826-SM-5QGQX,GTEX-13S7M,Adipose - Visceral (Omentum),57746666
G62456.GTEX-11DXX-0005.2,GTEX-11DXX-0005-SM-5NQ8B,GTEX-11DXX,Whole Blood,78106666
G59588.GTEX-ZY6K-0526.3,GTEX-ZY6K-0526-SM-5GZY9,GTEX-ZY6K,Esophagus - Muscularis,68946666
G60690.GTEX-13JVG-0726.2,GTEX-13JVG-0726-SM-5KM16,GTEX-13JVG,Skin - Not Sun Exposed (Suprapubic),68680000
G58371.GTEX-11ZTS-3226.2,GTEX-11ZTS-3226-SM-5EGID,GTEX-11ZTS,Brain - Cerebellum,83466666
G60897.GTEX-13O61-0626.2,GTEX-13O61-0626-SM-5L3D1,GTEX-13O61,Artery - Coronary,73466666
G32788.GTEX-X8HC-1326-SM-46MWB.2,GTEX-X8HC-1326-SM-46MWB,GTEX-X8HC,Esophagus - Gastroesophageal Junction,71640000
G32386.GTEX-QLQ7-1026-SM-447BB.2,GTEX-QLQ7-1026-SM-447BB,GTEX-QLQ7,Esophagus - Muscularis,62080000
G59645.GTEX-ZY6K-1526.3,GTEX-ZY6K-1526-SM-5GZXE,GTEX-ZY6K,Prostate,88786666
G49021.GTEX-ZLFU-0526.1,GTEX-ZLFU-0526-SM-4WWBN,GTEX-ZLFU,Spleen,88266666
G53043.GTEX-11EM3-1026.3,GTEX-11EM3-1026-SM-5A5KL,GTEX-11EM3,Stomach,72000000
G42342.GTEX-X4LF-0226.2,GTEX-X4LF-0226-SM-4QAS8,GTEX-X4LF,Spleen,68586666
G56148.GTEX-ZC5H-1026.2,GTEX-ZC5H-1026-SM-5CVN1,GTEX-ZC5H,Artery - Aorta,78613333
G34507.GTEX-XUW1-1326-SM-4BOO1.8,GTEX-XUW1-1326-SM-4BOO1,GTEX-XUW1,Esophagus - Gastroesophageal Junction,82160000
G42258.GTEX-X15G-0826.4,GTEX-X15G-0826-SM-4PQZD,GTEX-X15G,Esophagus - Mucosa,75053333
G33789.GTEX-Q2AH-0926-SM-48TZK.3,GTEX-Q2AH-0926-SM-48TZK,GTEX-Q2AH,Pancreas,71746666
G34459.GTEX-XQ8I-0626-SM-4BOPT.7,GTEX-XQ8I-0626-SM-4BOPT,GTEX-XQ8I,Muscle - Skeletal,64933333
G60756.GTEX-13N11-1126.2,GTEX-13N11-1126-SM-5KM41,GTEX-13N11,Uterus,79746666
G16652.GTEX-NL3H-0011-R11A.3,GTEX-NL3H-0011-R11A-SM-2I3E6,GTEX-NL3H,Brain - Cerebellar Hemisphere,90093333
G35271.GTEX-TML8-1426-SM-4DXUT.7,GTEX-TML8-1426-SM-4DXUT,GTEX-TML8,Esophagus - Muscularis,55280000
G20881.GTEX-QMR6-0011-R1A-SM-32PKW.1,GTEX-QMR6-0011-R1A-SM-32PKW,GTEX-QMR6,Brain - Hippocampus,197760000
G56139.GTEX-12WSL-0326.2,GTEX-12WSL-0326-SM-5CVMK,GTEX-12WSL,Adrenal Gland,79306666
G62618.GTEX-14A5I-0426.2,GTEX-14A5I-0426-SM-5NQ9V,GTEX-14A5I,Nerve - Tibial,108613333
G59530.GTEX-11TT1-0926.2,GTEX-11TT1-0926-SM-5GU5M,GTEX-11TT1,Colon - Sigmoid,66200000
G65615.GTEX-14C5O-0226.3,GTEX-14C5O-0226-SM-5SI6O,GTEX-14C5O,Adipose - Subcutaneous,117693333
G61964.GTEX-131XE-0126.2,GTEX-131XE-0126-SM-5LZVC,GTEX-131XE,Thyroid,67586666
G53094.GTEX-11I78-1726.3,GTEX-11I78-1726-SM-5A5M3,GTEX-11I78,Stomach,92493333
G62646.GTEX-113JC-0006.2,GTEX-113JC-0006-SM-5O997,GTEX-113JC,Whole Blood,97973333
G58495.GTEX-12WSC-0226.2,GTEX-12WSC-0226-SM-5EQ52,GTEX-12WSC,Adipose - Subcutaneous,81933333
G64169.GTEX-13X6I-0626.1,GTEX-13X6I-0626-SM-5QGP9,GTEX-13X6I,Skin - Sun Exposed (Lower leg),63200000
G65235.GTEX-14DAQ-2326.2,GTEX-14DAQ-2326-SM-5S2QX,GTEX-14DAQ,Vagina,58000000
G62696.GTEX-144GM-0826.2,GTEX-144GM-0826-SM-5O98R,GTEX-144GM,Prostate,80693333
G62660.GTEX-ZTPG-0126.2,GTEX-ZTPG-0126-SM-5O9AL,GTEX-ZTPG,Muscle - Skeletal,68826666
G65142.GTEX-14BMV-0226.2,GTEX-14BMV-0226-SM-5S2N2,GTEX-14BMV,Adipose - Subcutaneous,86533333
G59654.GTEX-ZZ64-1026.3,GTEX-ZZ64-1026-SM-5GZXG,GTEX-ZZ64,Skin - Not Sun Exposed (Suprapubic),81320000
G19420.GTEX-S7SE-2526-SM-2XCDL.1,GTEX-S7SE-2526-SM-2XCDL,GTEX-S7SE,Brain - Cerebellum,99040000
G33866.GTEX-P44H-1126-SM-48TBU.1,GTEX-P44H-1126-SM-48TBU,GTEX-P44H,Lung,56080000
G16721.GTEX-NPJ7-0011-R6a.3,GTEX-NPJ7-0011-R6a-SM-2I3G7,GTEX-NPJ7,Brain - Nucleus accumbens (basal ganglia),100253333
G56319.GTEX-ZYY3-0826.3,GTEX-ZYY3-0826-SM-5E44R,GTEX-ZYY3,Pancreas,84640000
G59658.GTEX-ZZPT-3026.3,GTEX-ZZPT-3026-SM-5GZXH,GTEX-ZZPT,Brain - Cortex,87480000
G22904.GTEX-TSE9-0011-R9A-SM-3DB7Q.1,GTEX-TSE9-0011-R9A-SM-3DB7Q,GTEX-TSE9,Brain - Spinal cord (cervical c-1),157720000
G58528.GTEX-131XF-2526.2,GTEX-131XF-2526-SM-5EQ68,GTEX-131XF,Artery - Tibial,75520000
G59834.GTEX-11ONC-2126.2,GTEX-11ONC-2126-SM-5HL6E,GTEX-11ONC,Breast - Mammary Tissue,69306666
G34740.GTEX-XV7Q-2526-SM-4BRV9.1,GTEX-XV7Q-2526-SM-4BRV9,GTEX-XV7Q,Skin - Sun Exposed (Lower leg),75906666
G25151.GTEX-WHSB-1326-SM-3LK6W.1,GTEX-WHSB-1326-SM-3LK6W,GTEX-WHSB,Skin - Not Sun Exposed (Suprapubic),90346666
G65632.GTEX-PLZ5-0006.2,GTEX-PLZ5-0006-SM-5S2W5,GTEX-PLZ5,Whole Blood,82240000
G61005.GTEX-13OW6-0011-R2a.2,GTEX-13OW6-0011-R2a-SM-5L3HG,GTEX-13OW6,Brain - Substantia nigra,67840000
G26693.GTEX-P4QS-1126-SM-3NMD5.1,GTEX-P4QS-1126-SM-3NMD5,GTEX-P4QS,Kidney - Cortex,141613333
G38943.GTEX-WCDI-0426-SM-4GIAL.2,GTEX-WCDI-0426-SM-4GIAL,GTEX-WCDI,Artery - Tibial,82880000
G60131.GTEX-13O3O-2326.2,GTEX-13O3O-2326-SM-5IJD6,GTEX-13O3O,Skin - Not Sun Exposed (Suprapubic),100533333
G20888.GTEX-QDT8-0226-SM-32PL4.1,GTEX-QDT8-0226-SM-32PL4,GTEX-QDT8,Adipose - Subcutaneous,161893333
G63118.GTEX-144GL-0011-R4a.2,GTEX-144GL-0011-R4a-SM-5PNUI,GTEX-144GL,Brain - Amygdala,75666666
G52350.GTEX-ZGAY-0326.1,GTEX-ZGAY-0326-SM-57WF5,GTEX-ZGAY,Heart - Left Ventricle,112146666
G46446.GTEX-Y3I4-0126.1,GTEX-Y3I4-0126-SM-4TT26,GTEX-Y3I4,Spleen,118613333
G60298.GTEX-13NYS-0726.3,GTEX-13NYS-0726-SM-5J1OR,GTEX-13NYS,Adipose - Visceral (Omentum),98920000
G61081.GTEX-13VXT-1526.2,GTEX-13VXT-1526-SM-5LU3J,GTEX-13VXT,Ovary,105760000
G33906.GTEX-PSDG-1426-SM-48TD1.1,GTEX-PSDG-1426-SM-48TD1,GTEX-PSDG,Esophagus - Muscularis,68453333
G61931.GTEX-12ZZX-2026.2,GTEX-12ZZX-2026-SM-5LZV9,GTEX-12ZZX,Ovary,72213333
G46837.GTEX-Y8LW-2026.1,GTEX-Y8LW-2026-SM-4V6G8,GTEX-Y8LW,Muscle - Skeletal,97946666
G64417.GTEX-13RTK-0426.1,GTEX-13RTK-0426-SM-5RQHT,GTEX-13RTK,Esophagus - Gastroesophageal Junction,87053333
G56320.GTEX-ZYY3-0926.3,GTEX-ZYY3-0926-SM-5E454,GTEX-ZYY3,Lung,89160000
G60767.GTEX-13O61-1426.2,GTEX-13O61-1426-SM-5KM3D,GTEX-13O61,Skin - Not Sun Exposed (Suprapubic),83933333
G52315.GTEX-11GSP-0011-R7b.1,GTEX-11GSP-0011-R7b-SM-57WC3,GTEX-11GSP,Brain - Putamen (basal ganglia),84173333
G61905.GTEX-12WSH-0011-R9b.2,GTEX-12WSH-0011-R9b-SM-5LZUG,GTEX-12WSH,Brain - Spinal cord (cervical c-1),72040000
G62307.GTEX-11NSD-1126.2,GTEX-11NSD-1126-SM-5N9BQ,GTEX-11NSD,Esophagus - Mucosa,82186666
G59220.GTEX-1211K-0826.3,GTEX-1211K-0826-SM-5FQUP,GTEX-1211K,Lung,91000000
G65645.GTEX-WFG8-2326.2,GTEX-WFG8-2326-SM-5S2UE,GTEX-WFG8,Adipose - Subcutaneous,101786666
G16544.GTEX-NPJ8-1626.3,GTEX-NPJ8-1626-SM-2HMIY,GTEX-NPJ8,Muscle - Skeletal,186000000
G25137.GTEX-WHSB-2026-SM-3LK6H.1,GTEX-WHSB-2026-SM-3LK6H,GTEX-WHSB,Nerve - Tibial,108213333
G60223.GTEX-13FHO-3126.2,GTEX-13FHO-3126-SM-5IJF6,GTEX-13FHO,Pituitary,100653333
G52354.GTEX-ZLWG-2426.1,GTEX-ZLWG-2426-SM-57WG6,GTEX-ZLWG,Artery - Tibial,89426666
G46536.GTEX-Y114-0226.2,GTEX-Y114-0226-SM-4TT8W,GTEX-Y114,Heart - Left Ventricle,133813333
G34762.GTEX-XXEK-2526-SM-4BRUR.1,GTEX-XXEK-2526-SM-4BRUR,GTEX-XXEK,Nerve - Tibial,75333333
G52276.GTEX-Y8E5-0226.1,GTEX-Y8E5-0226-SM-57WCM,GTEX-Y8E5,Adipose - Subcutaneous,102413333
G56241.GTEX-131XH-0426.2,GTEX-131XH-0426-SM-5DUWU,GTEX-131XH,Lung,62813333
G65641.GTEX-QEG5-0526.2,GTEX-QEG5-0526-SM-5S2V3,GTEX-QEG5,Nerve - Tibial,97933333
G63164.GTEX-1399U-1826.2,GTEX-1399U-1826-SM-5PNZ1,GTEX-1399U,Breast - Mammary Tissue,98440000
G47152.GTEX-YECK-1326.1,GTEX-YECK-1326-SM-4W1ZF,GTEX-YECK,Artery - Aorta,116373333
G62221.GTEX-13U4I-2526.2,GTEX-13U4I-2526-SM-5SI8Z,GTEX-13U4I,Stomach,87266666
G59950.GTEX-ZAB4-0426.2,GTEX-ZAB4-0426-SM-5HL7N,GTEX-ZAB4,Muscle - Skeletal,88760000
G33809.GTEX-Q734-0326-SM-48U15.3,GTEX-Q734-0326-SM-48U15,GTEX-Q734,Liver,83866666
G59462.GTEX-ZYWO-2826.4,GTEX-ZYWO-2826-SM-5GIDY,GTEX-ZYWO,Artery - Tibial,83373333
G62277.GTEX-ZZPU-0326.2,GTEX-ZZPU-0326-SM-5N9BJ,GTEX-ZZPU,Adipose - Visceral (Omentum),84733333
G64414.GTEX-13RTK-0126.1,GTEX-13RTK-0126-SM-5RQHQ,GTEX-13RTK,Artery - Aorta,77920000
G61885.GTEX-13111-2326.2,GTEX-13111-2326-SM-5LZUQ,GTEX-13111,Minor Salivary Gland,73293333
G41193.GTEX-WQUQ-1626.5,GTEX-WQUQ-1626-SM-4OOSH,GTEX-WQUQ,Esophagus - Mucosa,82600000
G60574.GTEX-1399S-2326.2,GTEX-1399S-2326-SM-5K7YV,GTEX-1399S,Vagina,66959999
G60709.GTEX-13O3Q-0526.2,GTEX-13O3Q-0526-SM-5KM18,GTEX-13O3Q,Lung,65293333
G46927.GTEX-Y8LW-0326.1,GTEX-Y8LW-0326-SM-4VBQ9,GTEX-Y8LW,Lung,83280000
G18655.GTEX-RU72-1126-SM-2TF6H.1,GTEX-RU72-1126-SM-2TF6H,GTEX-RU72,Nerve - Tibial,79280000
G60481.GTEX-13FXS-0326.2,GTEX-13FXS-0326-SM-5K7TV,GTEX-13FXS,Muscle - Skeletal,98640000
G33619.GTEX-RN64-0726-SM-48FCV.4,GTEX-RN64-0726-SM-48FCV,GTEX-RN64,Artery - Coronary,63773333
G16720.GTEX-N7MT-0011-R5a.4,GTEX-N7MT-0011-R5a-SM-2I3G6,GTEX-N7MT,Brain - Caudate (basal ganglia),164346666
G63160.GTEX-131XE-2626.2,GTEX-131XE-2626-SM-5PNYY,GTEX-131XE,Artery - Tibial,95973333
G34299.GTEX-XMD1-0526-SM-4AT4Z.2,GTEX-XMD1-0526-SM-4AT4Z,GTEX-XMD1,Nerve - Tibial,74800000
G65578.GTEX-WFG7-0326.3,GTEX-WFG7-0326-SM-5SI7L,GTEX-WFG7,Thyroid,75173333
G64167.GTEX-13X6I-0526.1,GTEX-13X6I-0526-SM-5QGP8,GTEX-13X6I,Muscle - Skeletal,64239999
G16786.GTEX-QDVJ-0926.3,GTEX-QDVJ-0926-SM-2I5FU,GTEX-QDVJ,Lung,130146666
G46841.GTEX-Y5LM-0726.1,GTEX-Y5LM-0726-SM-4VBRP,GTEX-Y5LM,Lung,109866666
G59210.GTEX-12696-1026.3,GTEX-12696-1026-SM-5FQUV,GTEX-12696,Lung,79693333
G60975.GTEX-13OW8-0011-R6b.2,GTEX-13OW8-0011-R6b-SM-5L3I3,GTEX-13OW8,Brain - Nucleus accumbens (basal ganglia),83200000
G60726.GTEX-13VXU-0826.2,GTEX-13VXU-0826-SM-5KLZ2,GTEX-13VXU,Thyroid,87160000
G62871.GTEX-11NUK-1226.3,GTEX-11NUK-1226-SM-5P9GM,GTEX-11NUK,Liver,106173333
G52627.GTEX-11ZVC-3026.2,GTEX-11ZVC-3026-SM-59HJM,GTEX-11ZVC,Brain - Cerebellum,109106666
G32827.GTEX-X585-0011-R11B-SM-46MUZ.2,GTEX-X585-0011-R11B-SM-46MUZ,GTEX-X585,Brain - Cerebellar Hemisphere,73360000
G25887.GTEX-OIZH-0626-SM-3NB1L.2,GTEX-OIZH-0626-SM-3NB1L,GTEX-OIZH,Esophagus - Mucosa,129906666
G60470.GTEX-133LE-2326.2,GTEX-133LE-2326-SM-5K7W3,GTEX-133LE,Skin - Not Sun Exposed (Suprapubic),88240000
G33008.GTEX-XUYS-0126-SM-47JWZ.3,GTEX-XUYS-0126-SM-47JWZ,GTEX-XUYS,Skin - Sun Exposed (Lower leg),82066666
G34041.GTEX-S4Q7-1126-SM-4AD6R.3,GTEX-S4Q7-1126-SM-4AD6R,GTEX-S4Q7,Breast - Mammary Tissue,74813333
G52532.GTEX-11PRG-2926.3,GTEX-11PRG-2926-SM-5987A,GTEX-11PRG,Brain - Cortex,86053333
G33932.GTEX-PWN1-0726-SM-48TDR.1,GTEX-PWN1-0726-SM-48TDR,GTEX-PWN1,Esophagus - Muscularis,67813333
G53086.GTEX-11NSD-0226.3,GTEX-11NSD-0226-SM-5A5LR,GTEX-11NSD,Adrenal Gland,82253333
G29348.GTEX-N7MT-0726-SM-3TW8S.1,GTEX-N7MT-0726-SM-3TW8S,GTEX-N7MT,Uterus,100200000
G64044.GTEX-14B4R-1326.1,GTEX-14B4R-1326-SM-5Q5EZ,GTEX-14B4R,Skin - Not Sun Exposed (Suprapubic),92693333
G61941.GTEX-12ZZZ-2026.2,GTEX-12ZZZ-2026-SM-5LZWJ,GTEX-12ZZZ,Prostate,61933333
G53039.GTEX-11I78-2126.3,GTEX-11I78-2126-SM-5A5K8,GTEX-11I78,Uterus,98986666
G62858.GTEX-YJ8A-1526.3,GTEX-YJ8A-1526-SM-5P9FT,GTEX-YJ8A,Stomach,156346666
G62883.GTEX-132NY-0926.3,GTEX-132NY-0926-SM-5P9G3,GTEX-132NY,Liver,139253333
G53079.GTEX-11NUK-0226.3,GTEX-11NUK-0226-SM-5A5L4,GTEX-11NUK,Muscle - Skeletal,82026666
G60225.GTEX-13JVG-3226.2,GTEX-13JVG-3226-SM-5IJGJ,GTEX-13JVG,Brain - Cerebellum,113733333
G19379.GTEX-S4P3-0226-SM-3K2BD.1,GTEX-S4P3-0226-SM-3K2BD,GTEX-S4P3,Thyroid,70013333
G60329.GTEX-13QIC-1826.2,GTEX-13QIC-1826-SM-5J1MY,GTEX-13QIC,Vagina,100973333
G60674.GTEX-1399U-0726.2,GTEX-1399U-0726-SM-5KM1D,GTEX-1399U,Heart - Atrial Appendage,80826666
G41012.GTEX-WH7G-1526-SM-4LVMX.3,GTEX-WH7G-1526-SM-4LVMX,GTEX-WH7G,Stomach,60773333
G53843.GTEX-131XF-0926.2,GTEX-131XF-0926-SM-5BC69,GTEX-131XF,Esophagus - Muscularis,103986666
G65561.GTEX-QDT8-0011-R9A.3,GTEX-QDT8-0011-R9A-SM-5SI8J,GTEX-QDT8,Brain - Spinal cord (cervical c-1),70866666
G65239.GTEX-14DAQ-1726.2,GTEX-14DAQ-1726-SM-5S2R2,GTEX-14DAQ,Liver,56093333
G56218.GTEX-12ZZX-0226.2,GTEX-12ZZX-0226-SM-5DUXU,GTEX-12ZZX,Adipose - Subcutaneous,73560000
G60014.GTEX-13FH7-0226.1,GTEX-13FH7-0226-SM-5IFGG,GTEX-13FH7,Adrenal Gland,79786666
G61052.GTEX-13QIC-1426.2,GTEX-13QIC-1426-SM-5LU4V,GTEX-13QIC,Nerve - Tibial,74386666
G56124.GTEX-YFC4-0126.2,GTEX-YFC4-0126-SM-5CVLY,GTEX-YFC4,Skin - Sun Exposed (Lower leg),85293333
G56298.GTEX-ZZ64-0426.3,GTEX-ZZ64-0426-SM-5E43F,GTEX-ZZ64,Stomach,108506666
G58299.GTEX-111VG-1626.2,GTEX-111VG-1626-SM-5EGIO,GTEX-111VG,Skin - Not Sun Exposed (Suprapubic),71773333
G60314.GTEX-13FTX-2226.2,GTEX-13FTX-2226-SM-5J1OP,GTEX-13FTX,Artery - Tibial,110106666
G62911.GTEX-13OVJ-0011-R5a.3,GTEX-13OVJ-0011-R5a-SM-5P9H7,GTEX-13OVJ,Brain - Caudate (basal ganglia),112853333
G62691.GTEX-145ME-1326.2,GTEX-145ME-1326-SM-5O98Q,GTEX-145ME,Uterus,85773333
G61811.GTEX-11ZTS-3326.2,GTEX-11ZTS-3326-SM-5LU9Y,GTEX-11ZTS,Pituitary,64666666
G59788.GTEX-11O72-2726.2,GTEX-11O72-2726-SM-5HL6K,GTEX-11O72,Prostate,77586666
G64113.GTEX-11DZ1-0008.1,GTEX-11DZ1-0008-SM-5QGR3,GTEX-11DZ1,Cells - Transformed fibroblasts,57093333
G53802.GTEX-11ZUS-0011-R8a.2,GTEX-11ZUS-0011-R8a-SM-5BC73,GTEX-11ZUS,Brain - Hypothalamus,73600000
G22900.GTEX-T8EM-1026-SM-3DB7M.1,GTEX-T8EM-1026-SM-3DB7M,GTEX-T8EM,Skin - Sun Exposed (Lower leg),171493333
G49082.GTEX-ZF2S-1026.1,GTEX-ZF2S-1026-SM-4WWB1,GTEX-ZF2S,Heart - Left Ventricle,99013333
G35597.GTEX-X5EB-1626-SM-4E3IV.4,GTEX-X5EB-1626-SM-4E3IV,GTEX-X5EB,Small Intestine - Terminal Ileum,112040000
G35262.GTEX-TKQ2-1526-SM-4DXUN.7,GTEX-TKQ2-1526-SM-4DXUN,GTEX-TKQ2,Testis,62106666
G21061.GTEX-T2IS-0011-R3A-SM-32QPB.1,GTEX-T2IS-0011-R3A-SM-32QPB,GTEX-T2IS,Brain - Anterior cingulate cortex (BA24),119706666
G33912.GTEX-PWCY-0926-SM-48TD7.1,GTEX-PWCY-0926-SM-48TD7,GTEX-PWCY,Stomach,59053333
G53787.GTEX-11WQC-0011-R5a.2,GTEX-11WQC-0011-R5a-SM-5BC74,GTEX-11WQC,Brain - Caudate (basal ganglia),89906666
G20875.GTEX-QDT8-0011-R2A-SM-32PKQ.1,GTEX-QDT8-0011-R2A-SM-32PKQ,GTEX-QDT8,Brain - Substantia nigra,153560000
G42467.GTEX-QV44-0626.2,GTEX-QV44-0626-SM-4R1KJ,GTEX-QV44,Artery - Aorta,53226666
G32976.GTEX-XAJ8-1426-SM-47JYM.3,GTEX-XAJ8-1426-SM-47JYM,GTEX-XAJ8,Skin - Not Sun Exposed (Suprapubic),80040000
G18615.GTEX-RNOR-0826-SM-2TF5C.1,GTEX-RNOR-0826-SM-2TF5C,GTEX-RNOR,Heart - Left Ventricle,94853333
G63050.GTEX-12126-0526.2,GTEX-12126-0526-SM-5PNW4,GTEX-12126,Muscle - Skeletal,78853333
G62900.GTEX-1399S-1626.3,GTEX-1399S-1626-SM-5P9GI,GTEX-1399S,Stomach,108333333
G49173.GTEX-ZLWG-1226.1,GTEX-ZLWG-1226-SM-4WWFS,GTEX-ZLWG,Esophagus - Muscularis,96506666
G62497.GTEX-ZVT2-2026.2,GTEX-ZVT2-2026-SM-5NQ8Q,GTEX-ZVT2,Pancreas,65160000
G52395.GTEX-ZTSS-0826.3,GTEX-ZTSS-0826-SM-5985L,GTEX-ZTSS,Esophagus - Gastroesophageal Junction,79320000
G56159.GTEX-YEC4-0626.2,GTEX-YEC4-0626-SM-5CVLU,GTEX-YEC4,Thyroid,80546666
G59202.GTEX-1211K-1326.3,GTEX-1211K-1326-SM-5FQV2,GTEX-1211K,Esophagus - Gastroesophageal Junction,98653333
G40997.GTEX-WFON-0126-SM-4LVM9.3,GTEX-WFON-0126-SM-4LVM9,GTEX-WFON,Spleen,72746666
G23307.GTEX-NFK9-0006-SM-3GACS.1,GTEX-NFK9-0006-SM-3GACS,GTEX-NFK9,Whole Blood,79493333
G59531.GTEX-11TT1-2126.2,GTEX-11TT1-2126-SM-5GU5Y,GTEX-11TT1,Breast - Mammary Tissue,65120000
G60417.GTEX-13FTY-0126.3,GTEX-13FTY-0126-SM-5J2NZ,GTEX-13FTY,Lung,89173333
G40899.GTEX-WFG7-0426-SM-4LMK5.3,GTEX-WFG7-0426-SM-4LMK5,GTEX-WFG7,Pancreas,74560000
G59490.GTEX-11TTK-2726.2,GTEX-11TTK-2726-SM-5GU58,GTEX-11TTK,Vagina,61253333
G25143.GTEX-WL46-0011-R2A-SM-3LK6O.1,GTEX-WL46-0011-R2A-SM-3LK6O,GTEX-WL46,Brain - Substantia nigra,110573333
G52345.GTEX-YEC4-2426.1,GTEX-YEC4-2426-SM-57WFO,GTEX-YEC4,Adipose - Subcutaneous,95160000
G16645.GTEX-NL4W-0011-R10A.3,GTEX-NL4W-0011-R10A-SM-2I3DY,GTEX-NL4W,Brain - Frontal Cortex (BA9),85413333
G47055.GTEX-YB5K-2026.3,GTEX-YB5K-2026-SM-4VDT3,GTEX-YB5K,Skin - Not Sun Exposed (Suprapubic),107053333
G52293.GTEX-ZVZQ-0011-R7b.1,GTEX-ZVZQ-0011-R7b-SM-57WBB,GTEX-ZVZQ,Brain - Putamen (basal ganglia),106400000
G42485.GTEX-QLQ7-0626.2,GTEX-QLQ7-0626-SM-4R1JT,GTEX-QLQ7,Pancreas,59560000
G65095.GTEX-11LCK-1726.2,GTEX-11LCK-1726-SM-5S2OQ,GTEX-11LCK,Esophagus - Mucosa,54226666
G60110.GTEX-13NYB-3026.2,GTEX-13NYB-3026-SM-5IJD7,GTEX-13NYB,Brain - Cortex,89906666
G59514.GTEX-11VI4-0726.2,GTEX-11VI4-0726-SM-5GU5B,GTEX-11VI4,Vagina,60413333
G60304.GTEX-139YR-2426.2,GTEX-139YR-2426-SM-5J1OB,GTEX-139YR,Adipose - Subcutaneous,94253333
G59233.GTEX-11ZVC-2826.3,GTEX-11ZVC-2826-SM-5FQTC,GTEX-11ZVC,Nerve - Tibial,85213333
G60369.GTEX-13FXS-0011-R10a.3,GTEX-13FXS-0011-R10a-SM-5J2MA,GTEX-13FXS,Brain - Frontal Cortex (BA9),109440000
G59667.GTEX-ZZ64-1126.3,GTEX-ZZ64-1126-SM-5GZXY,GTEX-ZZ64,Testis,76386666
G56200.GTEX-12ZZW-0011-R5a.2,GTEX-12ZZW-0011-R5a-SM-5DUVN,GTEX-12ZZW,Brain - Caudate (basal ganglia),63746666
G61969.GTEX-139TT-0011-R11b.2,GTEX-139TT-0011-R11b-SM-5LZV1,GTEX-139TT,Brain - Cerebellar Hemisphere,73226666
G19453.GTEX-P44H-2426-SM-2XCEJ.2,GTEX-P44H-2426-SM-2XCEJ,GTEX-P44H,Brain - Cerebellum,106960000
G35554.GTEX-U8XE-2526-SM-4E3IT.4,GTEX-U8XE-2526-SM-4E3IT,GTEX-U8XE,Prostate,85440000
G19473.GTEX-POYW-0006-SM-2XCF4.2,GTEX-POYW-0006-SM-2XCF4,GTEX-POYW,Whole Blood,69133333
